Groupe n°,bounding_box
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
54.0,"POLYGON ((-75.512 44.6993, -75.4684 44.6993, -75.4684 44.7317, -75.512 44.7317, -75.512 44.6993))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
55.0,"POLYGON ((-60.2481 46.1738, -60.2085 46.1738, -60.2085 46.2044, -60.2481 46.2044, -60.2481 46.1738))"
Port isolé,POLYGON EMPTY
34.0,"POLYGON ((-123.174 49.0929, -123.0309 49.0929, -123.0309 49.1514, -123.174 49.1514, -123.174 49.0929))"
39.0,"POLYGON ((-79.6643 43.44, -79.5366 43.44, -79.5366 43.5799, -79.6643 43.5799, -79.6643 43.44))"
52.0,"POLYGON ((-77.528 44.104, -77.5143 44.104, -77.5143 44.1098, -77.528 44.1098, -77.528 44.104))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
44.0,"POLYGON ((-79.8135 43.2853, -79.8058 43.2853, -79.8058 43.3057, -79.8135 43.3057, -79.8135 43.2853))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
45.0,"POLYGON ((-79.2651 43.2058, -79.21 43.2058, -79.21 43.23, -79.2651 43.23, -79.2651 43.2058))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
56.0,"POLYGON ((-55.8279 47.0766, -55.7486 47.0766, -55.7486 47.1016, -55.8279 47.1016, -55.8279 47.0766))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
54.0,"POLYGON ((-75.512 44.6993, -75.4684 44.6993, -75.4684 44.7317, -75.512 44.7317, -75.512 44.6993))"
Port isolé,POLYGON EMPTY
57.0,"POLYGON ((-64.7091 44.0453, -64.6944 44.0453, -64.6944 44.0466, -64.7091 44.0466, -64.7091 44.0453))"
43.0,"POLYGON ((-130.3413 54.2303, -130.3391 54.2303, -130.3391 54.314, -130.3413 54.314, -130.3413 54.2303))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
58.0,"POLYGON ((-79.9413 44.7543, -79.8766 44.7543, -79.8766 44.801, -79.9413 44.801, -79.9413 44.7543))"
Port isolé,POLYGON EMPTY
59.0,"POLYGON ((-66.9837 44.8637, -66.9585 44.8637, -66.9585 44.8997, -66.9837 44.8997, -66.9837 44.8637))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
60.0,"POLYGON ((-123.4353 48.4172, -123.3961 48.4172, -123.3961 48.4366, -123.4353 48.4366, -123.4353 48.4172))"
60.0,"POLYGON ((-123.4353 48.4172, -123.3961 48.4172, -123.3961 48.4366, -123.4353 48.4366, -123.4353 48.4172))"
58.0,"POLYGON ((-79.9413 44.7543, -79.8766 44.7543, -79.8766 44.801, -79.9413 44.801, -79.9413 44.7543))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
51.0,"POLYGON ((-123.4691 48.5763, -123.4045 48.5763, -123.4045 48.6736, -123.4691 48.6736, -123.4691 48.5763))"
61.0,"POLYGON ((-124.1477 49.2571, -124.1307 49.2571, -124.1307 49.2652, -124.1477 49.2652, -124.1477 49.2571))"
62.0,"POLYGON ((-122.9233 49.1845, -122.9008 49.1845, -122.9008 49.2085, -122.9233 49.2085, -122.9233 49.1845))"
Port isolé,POLYGON EMPTY
63.0,"POLYGON ((-64.476 48.8281, -64.4371 48.8281, -64.4371 48.8289, -64.476 48.8289, -64.476 48.8281))"
53.0,"POLYGON ((-54.0197 47.7756, -54.01 47.7756, -54.01 47.8, -54.0197 47.8, -54.0197 47.7756))"
Port isolé,POLYGON EMPTY
34.0,"POLYGON ((-123.174 49.0929, -123.0309 49.0929, -123.0309 49.1514, -123.174 49.1514, -123.174 49.0929))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
55.0,"POLYGON ((-60.2481 46.1738, -60.2085 46.1738, -60.2085 46.2044, -60.2481 46.2044, -60.2481 46.1738))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
51.0,"POLYGON ((-123.4691 48.5763, -123.4045 48.5763, -123.4045 48.6736, -123.4691 48.6736, -123.4691 48.5763))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
64.0,"POLYGON ((-79.061 43.25, -79.0527 43.25, -79.0527 43.2561, -79.061 43.2561, -79.061 43.25))"
Port isolé,POLYGON EMPTY
41.0,"POLYGON ((-61.4334 45.61, -61.36 45.61, -61.36 45.646, -61.4334 45.646, -61.4334 45.61))"
56.0,"POLYGON ((-55.8279 47.0766, -55.7486 47.0766, -55.7486 47.1016, -55.8279 47.1016, -55.8279 47.0766))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
62.0,"POLYGON ((-122.9233 49.1845, -122.9008 49.1845, -122.9008 49.2085, -122.9233 49.2085, -122.9233 49.1845))"
39.0,"POLYGON ((-79.6643 43.44, -79.5366 43.44, -79.5366 43.5799, -79.6643 43.5799, -79.6643 43.44))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
57.0,"POLYGON ((-64.7091 44.0453, -64.6944 44.0453, -64.6944 44.0466, -64.7091 44.0466, -64.7091 44.0453))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
36.0,"POLYGON ((-123.497 48.8451, -123.4865 48.8451, -123.4865 48.8564, -123.497 48.8564, -123.497 48.8451))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
63.0,"POLYGON ((-64.476 48.8281, -64.4371 48.8281, -64.4371 48.8289, -64.476 48.8289, -64.476 48.8281))"
41.0,"POLYGON ((-61.4334 45.61, -61.36 45.61, -61.36 45.646, -61.4334 45.646, -61.4334 45.61))"
48.0,"POLYGON ((-71.2233 46.7912, -71.179 46.7912, -71.179 46.8268, -71.2233 46.8268, -71.2233 46.7912))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
65.0,"POLYGON ((-83.1488 42.198, -83.0871 42.198, -83.0871 42.2849, -83.1488 42.2849, -83.1488 42.198))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
41.0,"POLYGON ((-61.4334 45.61, -61.36 45.61, -61.36 45.646, -61.4334 45.646, -61.4334 45.61))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
48.0,"POLYGON ((-71.2233 46.7912, -71.179 46.7912, -71.179 46.8268, -71.2233 46.8268, -71.2233 46.7912))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
66.0,"POLYGON ((-66.4687 50.171, -66.3859 50.171, -66.3859 50.1952, -66.4687 50.1952, -66.4687 50.171))"
67.0,"POLYGON ((-123.1049 49.2925, -123.0688 49.2925, -123.0688 49.3044, -123.1049 49.3044, -123.1049 49.2925))"
Port isolé,POLYGON EMPTY
61.0,"POLYGON ((-124.1477 49.2571, -124.1307 49.2571, -124.1307 49.2652, -124.1477 49.2652, -124.1477 49.2571))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
38.0,"POLYGON ((-66.8018 45.0523, -66.7386 45.0523, -66.7386 45.0708, -66.8018 45.0708, -66.8018 45.0523))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
42.0,"POLYGON ((-123.3257 48.8456, -123.3131 48.8456, -123.3131 48.8769, -123.3257 48.8769, -123.3257 48.8456))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
39.0,"POLYGON ((-79.6643 43.44, -79.5366 43.44, -79.5366 43.5799, -79.6643 43.5799, -79.6643 43.44))"
Port isolé,POLYGON EMPTY
67.0,"POLYGON ((-123.1049 49.2925, -123.0688 49.2925, -123.0688 49.3044, -123.1049 49.3044, -123.1049 49.2925))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
35.0,"POLYGON ((-76.4723 44.1945, -76.4475 44.1945, -76.4475 44.2221, -76.4723 44.2221, -76.4723 44.1945))"
Port isolé,POLYGON EMPTY
50.0,"POLYGON ((-123.2514 49.6246, -123.1683 49.6246, -123.1683 49.6813, -123.2514 49.6813, -123.2514 49.6246))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
62.0,"POLYGON ((-122.9233 49.1845, -122.9008 49.1845, -122.9008 49.2085, -122.9233 49.2085, -122.9233 49.1845))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
49.0,"POLYGON ((-70.8675 48.3418, -70.829 48.3418, -70.829 48.4034, -70.8675 48.4034, -70.8675 48.3418))"
Port isolé,POLYGON EMPTY
66.0,"POLYGON ((-66.4687 50.171, -66.3859 50.171, -66.3859 50.1952, -66.4687 50.1952, -66.4687 50.171))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
68.0,"POLYGON ((-73.0004 -41.3178, -72.9768 -41.3178, -72.9768 -41.2566, -73.0004 -41.2566, -73.0004 -41.3178))"
69.0,"POLYGON ((-73.512 -41.8277, -73.46 -41.8277, -73.46 -41.7949, -73.512 -41.7949, -73.512 -41.8277))"
Port isolé,POLYGON EMPTY
70.0,"POLYGON ((-73.15 -36.73, -73.104 -36.73, -73.104 -36.7052, -73.15 -36.7052, -73.15 -36.73))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
71.0,"POLYGON ((-70.8536 -27.0814, -70.8184 -27.0814, -70.8184 -27.0584, -70.8536 -27.0584, -70.8536 -27.0814))"
Port isolé,POLYGON EMPTY
72.0,"POLYGON ((-70.9018 -53.1724, -70.8583 -53.1724, -70.8583 -53.118, -70.9018 -53.118, -70.9018 -53.1724))"
Port isolé,POLYGON EMPTY
73.0,"POLYGON ((-73.7659 -42.6215, -73.683 -42.6215, -73.683 -42.597, -73.7659 -42.597, -73.7659 -42.6215))"
73.0,"POLYGON ((-73.7659 -42.6215, -73.683 -42.6215, -73.683 -42.597, -73.7659 -42.597, -73.7659 -42.6215))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
68.0,"POLYGON ((-73.0004 -41.3178, -72.9768 -41.3178, -72.9768 -41.2566, -73.0004 -41.2566, -73.0004 -41.3178))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
74.0,"POLYGON ((-73.168 -37.1008, -73.1653 -37.1008, -73.1653 -37.0389, -73.168 -37.0389, -73.168 -37.1008))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
75.0,"POLYGON ((-70.1983 -20.7976, -70.1964 -20.7976, -70.1964 -20.7432, -70.1983 -20.7432, -70.1983 -20.7976))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
71.0,"POLYGON ((-70.8536 -27.0814, -70.8184 -27.0814, -70.8184 -27.0584, -70.8536 -27.0584, -70.8536 -27.0814))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
76.0,"POLYGON ((-73.0087 -36.7196, -72.961 -36.7196, -72.961 -36.622, -73.0087 -36.622, -73.0087 -36.7196))"
77.0,"POLYGON ((-71.6149 -33.0342, -71.55 -33.0342, -71.55 -32.9833, -71.6149 -32.9833, -71.6149 -33.0342))"
Port isolé,POLYGON EMPTY
69.0,"POLYGON ((-73.512 -41.8277, -73.46 -41.8277, -73.46 -41.7949, -73.512 -41.7949, -73.512 -41.8277))"
77.0,"POLYGON ((-71.6149 -33.0342, -71.55 -33.0342, -71.55 -32.9833, -71.6149 -32.9833, -71.6149 -33.0342))"
Port isolé,POLYGON EMPTY
76.0,"POLYGON ((-73.0087 -36.7196, -72.961 -36.7196, -72.961 -36.622, -73.0087 -36.622, -73.0087 -36.7196))"
Port isolé,POLYGON EMPTY
70.0,"POLYGON ((-73.15 -36.73, -73.104 -36.73, -73.104 -36.7052, -73.15 -36.7052, -73.15 -36.73))"
Port isolé,POLYGON EMPTY
75.0,"POLYGON ((-70.1983 -20.7976, -70.1964 -20.7976, -70.1964 -20.7432, -70.1983 -20.7432, -70.1983 -20.7976))"
74.0,"POLYGON ((-73.168 -37.1008, -73.1653 -37.1008, -73.1653 -37.0389, -73.168 -37.0389, -73.168 -37.1008))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
78.0,"POLYGON ((-71.36 -29.96, -71.3288 -29.96, -71.3288 -29.9462, -71.36 -29.9462, -71.36 -29.96))"
78.0,"POLYGON ((-71.36 -29.96, -71.3288 -29.96, -71.3288 -29.9462, -71.36 -29.9462, -71.36 -29.96))"
76.0,"POLYGON ((-73.0087 -36.7196, -72.961 -36.7196, -72.961 -36.622, -73.0087 -36.622, -73.0087 -36.7196))"
72.0,"POLYGON ((-70.9018 -53.1724, -70.8583 -53.1724, -70.8583 -53.118, -70.9018 -53.118, -70.9018 -53.1724))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
79.0,"POLYGON ((121.0426 40.7149, 121.0561 40.7149, 121.0561 40.7835, 121.0426 40.7835, 121.0426 40.7149))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
80.0,"POLYGON ((113.6591 22.661, 113.6668 22.661, 113.6668 22.7461, 113.6591 22.7461, 113.6591 22.661))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
81.0,"POLYGON ((117.51 23.75, 117.5768 23.75, 117.5768 23.7599, 117.51 23.7599, 117.51 23.75))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
82.0,"POLYGON ((121.0924 28.1, 121.1254 28.1, 121.1254 28.1625, 121.0924 28.1625, 121.0924 28.1))"
83.0,"POLYGON ((113.5145 22.8669, 113.574 22.8669, 113.574 23.0456, 113.5145 23.0456, 113.5145 22.8669))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
80.0,"POLYGON ((113.6591 22.661, 113.6668 22.661, 113.6668 22.7461, 113.6591 22.7461, 113.6591 22.661))"
84.0,"POLYGON ((113.8527 22.4622, 113.8991 22.4622, 113.8991 22.5299, 113.8527 22.5299, 113.8527 22.4622))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
85.0,"POLYGON ((108.6089 19.0724, 108.6251 19.0724, 108.6251 19.1094, 108.6089 19.1094, 108.6089 19.0724))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
84.0,"POLYGON ((113.8527 22.4622, 113.8991 22.4622, 113.8991 22.5299, 113.8527 22.5299, 113.8527 22.4622))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
86.0,"POLYGON ((113.5612 22.157, 113.589 22.157, 113.589 22.2361, 113.5612 22.2361, 113.5612 22.157))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
87.0,"POLYGON ((120.0086 31.9657, 120.0284 31.9657, 120.0284 31.9996, 120.0086 31.9996, 120.0086 31.9657))"
87.0,"POLYGON ((120.0086 31.9657, 120.0284 31.9657, 120.0284 31.9996, 120.0086 31.9996, 120.0086 31.9657))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
86.0,"POLYGON ((113.5612 22.157, 113.589 22.157, 113.589 22.2361, 113.5612 22.2361, 113.5612 22.157))"
Port isolé,POLYGON EMPTY
84.0,"POLYGON ((113.8527 22.4622, 113.8991 22.4622, 113.8991 22.5299, 113.8527 22.5299, 113.8527 22.4622))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
88.0,"POLYGON ((120.2148 31.9312, 120.2362 31.9312, 120.2362 31.9417, 120.2148 31.9417, 120.2148 31.9312))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
84.0,"POLYGON ((113.8527 22.4622, 113.8991 22.4622, 113.8991 22.5299, 113.8527 22.5299, 113.8527 22.4622))"
88.0,"POLYGON ((120.2148 31.9312, 120.2362 31.9312, 120.2362 31.9417, 120.2148 31.9417, 120.2148 31.9312))"
Port isolé,POLYGON EMPTY
79.0,"POLYGON ((121.0426 40.7149, 121.0561 40.7149, 121.0561 40.7835, 121.0426 40.7835, 121.0426 40.7149))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
81.0,"POLYGON ((117.51 23.75, 117.5768 23.75, 117.5768 23.7599, 117.51 23.7599, 117.51 23.75))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
83.0,"POLYGON ((113.5145 22.8669, 113.574 22.8669, 113.574 23.0456, 113.5145 23.0456, 113.5145 22.8669))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
85.0,"POLYGON ((108.6089 19.0724, 108.6251 19.0724, 108.6251 19.1094, 108.6089 19.1094, 108.6089 19.0724))"
83.0,"POLYGON ((113.5145 22.8669, 113.574 22.8669, 113.574 23.0456, 113.5145 23.0456, 113.5145 22.8669))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
82.0,"POLYGON ((121.0924 28.1, 121.1254 28.1, 121.1254 28.1625, 121.0924 28.1625, 121.0924 28.1))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
83.0,"POLYGON ((113.5145 22.8669, 113.574 22.8669, 113.574 23.0456, 113.5145 23.0456, 113.5145 22.8669))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
89.0,"POLYGON ((-74.2469 11.0832, -74.219 11.0832, -74.219 11.2459, -74.2469 11.2459, -74.2469 11.0832))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
89.0,"POLYGON ((-74.2469 11.0832, -74.219 11.0832, -74.219 11.2459, -74.2469 11.2459, -74.2469 11.0832))"
Port isolé,POLYGON EMPTY
89.0,"POLYGON ((-74.2469 11.0832, -74.219 11.0832, -74.219 11.2459, -74.2469 11.2459, -74.2469 11.0832))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
89.0,"POLYGON ((-74.2469 11.0832, -74.219 11.0832, -74.219 11.2459, -74.2469 11.2459, -74.2469 11.0832))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
90.0,"POLYGON ((44.3909 -12.1677, 44.4142 -12.1677, 44.4142 -12.1445, 44.3909 -12.1445, 44.3909 -12.1677))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
90.0,"POLYGON ((44.3909 -12.1677, 44.4142 -12.1677, 44.4142 -12.1445, 44.3909 -12.1445, 44.3909 -12.1677))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
91.0,"POLYGON ((-83.0787 9.9873, -83.0213 9.9873, -83.0213 10.0067, -83.0787 10.0067, -83.0787 9.9873))"
91.0,"POLYGON ((-83.0787 9.9873, -83.0213 9.9873, -83.0213 10.0067, -83.0787 10.0067, -83.0787 9.9873))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
92.0,"POLYGON ((-4.0236 5.2364, -3.9624 5.2364, -3.9624 5.2869, -4.0236 5.2869, -4.0236 5.2364))"
Port isolé,POLYGON EMPTY
92.0,"POLYGON ((-4.0236 5.2364, -3.9624 5.2364, -3.9624 5.2869, -4.0236 5.2869, -4.0236 5.2364))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
93.0,"POLYGON ((16.3 43.3742, 16.3515 43.3742, 16.3515 43.4, 16.3 43.4, 16.3 43.3742))"
94.0,"POLYGON ((14.3963 44.9562, 14.5773 44.9562, 14.5773 45.0264, 14.3963 45.0264, 14.3963 44.9562))"
95.0,"POLYGON ((15.1968 44.04, 15.2529 44.04, 15.2529 44.1203, 15.1968 44.1203, 15.1968 44.04))"
96.0,"POLYGON ((14.6174 45.126, 14.7853 45.126, 14.7853 45.1704, 14.6174 45.1704, 14.6174 45.126))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
97.0,"POLYGON ((15.9252 43.5282, 15.9658 43.5282, 15.9658 43.5846, 15.9252 43.5846, 15.9252 43.5282))"
98.0,"POLYGON ((14.8624 44.7048, 14.8956 44.7048, 14.8956 44.7057, 14.8624 44.7057, 14.8624 44.7048))"
99.0,"POLYGON ((14.8762 44.5557, 14.9679 44.5557, 14.9679 44.6016, 14.8762 44.6016, 14.8762 44.5557))"
100.0,"POLYGON ((15.7775 43.6787, 15.8875 43.6787, 15.8875 43.7556, 15.7775 43.7556, 15.7775 43.6787))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
101.0,"POLYGON ((15.5872 43.7976, 15.6468 43.7976, 15.6468 43.8263, 15.5872 43.8263, 15.5872 43.7976))"
Port isolé,POLYGON EMPTY
99.0,"POLYGON ((14.8762 44.5557, 14.9679 44.5557, 14.9679 44.6016, 14.8762 44.6016, 14.8762 44.5557))"
104.0,"POLYGON ((14.6256 45.0264, 14.7167 45.0264, 14.7167 45.1564, 14.6256 45.1564, 14.6256 45.0264))"
102.0,"POLYGON ((14.8975 44.9307, 14.9184 44.9307, 14.9184 44.9916, 14.8975 44.9916, 14.8975 44.9307))"
Port isolé,POLYGON EMPTY
93.0,"POLYGON ((16.3 43.3742, 16.3515 43.3742, 16.3515 43.4, 16.3 43.4, 16.3 43.3742))"
Port isolé,POLYGON EMPTY
103.0,"POLYGON ((15.6559 43.6631, 15.7069 43.6631, 15.7069 43.687, 15.6559 43.687, 15.6559 43.6631))"
96.0,"POLYGON ((14.6174 45.126, 14.7853 45.126, 14.7853 45.1704, 14.6174 45.1704, 14.6174 45.126))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
94.0,"POLYGON ((14.3963 44.9562, 14.5773 44.9562, 14.5773 45.0264, 14.3963 45.0264, 14.3963 44.9562))"
105.0,"POLYGON ((13.5864 45.0858, 13.6322 45.0858, 13.6322 45.2272, 13.5864 45.2272, 13.5864 45.0858))"
106.0,"POLYGON ((14.4154 45.2302, 14.5632 45.2302, 14.5632 45.3285, 14.4154 45.3285, 14.4154 45.2302))"
Port isolé,POLYGON EMPTY
